file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Shomiokite-(Y)/0_Shomiokite-(Y)_298.00_1.00_.cif,Shomiokite-(Y),Y Na₃ C₃ O₁₂,"Grice J. D., The crystal structure of shomiokite-(Y), The Canadian Mineralogist, 34, 649–655 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Hurlbutite/0_Hurlbutite_298.00_1.00_.cif,Hurlbutite,Ca P₂ Be₂ O₈,"Lindbloom J. T., Gibbs G. V., Ribbe P. H., The crystal structure of hurlbutite: A comparison with danburite and anorthite, American Mineralogist, 59, 1267–1271 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Perovskite/0_Perovskite_298.00_1.00_.cif,Perovskite,Ca Ti O₃,"Yamanaka T., Hirai M., Komatsu Y., Structure change of Ca1-xSrxTiO3 perovskite with composition and pressure Sample: CaTiO3, x = 0.0, American Mineralogist, 87, 1183–1189 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Rouaite/0_Rouaite_298.00_1.00_.cif,Rouaite,Cu₂ N O₆ H₃,"Effenberger H., Verfeinerung der kristallstruktur des monoklinen dikupfer(II)-trihydroxi-nitrates Cu2(NO3)(OH)3, Zeitschrift fur Kristallographie, 165, 127–135 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Benavidesite/0_Benavidesite_298.00_1.00_.cif,Benavidesite,Pb₄ Sb₆ Mn S₁₄,"Leone P., Le Leuch. L. M., Palvadeau P., Molinie P., Moelo Y., Single crystal structures and magnetic properties of two iron or manganese-lead-antimony sulfides: MPb4Sb6S14 (M: Fe, Mn) Loclaity: synthetic, Solid State Sciences, 5, 771–776 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Lacroixite/0_Lacroixite_298.00_1.00_.cif,Lacroixite,Na Al F P O₄,"Lahti S. I., Pajunen A., New data on lacroixite, NaAlFPO4, American Mineralogist, 70, 849–855 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Rodalquilarite/0_Rodalquilarite_298.00_1.00_.cif,Rodalquilarite,Fe₂ Te₄ O₁₂ Cl,"Dusausoy Y., Protas J., Determination et etude de la structure cristalline de la rodalquilarite, chlorotellurite acide de fer, Acta Crystallographica, Section B, 25, 1551–1558 (1969)."
/Volumes/Sajid's SSD/MinX-EQ/Antlerite/0_Antlerite_298.00_1.00_.cif,Antlerite,Cu₃ S O₈ H₄,"Hawthorne F. C., Groat L. A., Eby R. K., Antlerite, Cu3SO4(OH)4, a heteropolyhedral wallpaper structure, The Canadian Mineralogist, 27, 205–209 (1989)."
/Volumes/Sajid's SSD/MinX-EQ/Anthophyllite/0_Anthophyllite_298.00_1.00_.cif,Anthophyllite,Mg₇ Si₈ O₂₄,"Warren B., Modell D., The structure of Anthophyllite H2 Mg7 (Si O3)8 _cod_database_code 1010935, Zeitschrift fur Kristallographie, 75, 161–179 (1930)."
/Volumes/Sajid's SSD/MinX-EQ/Housleyite/0_Housleyite_298.00_1.00_.cif,Housleyite,Pb₆ Cu Te₄ O₂₀ H₂,"Kampf A. R., Marty J., Thorne B., Lead-tellurium oxysalts from Otto Mountain near Baker, California: II. Housleyite, Pb6CuTe4O18(OH)2, a new mineral with Cu-Te octahedral sheets, American Mineralogist, 95, 1337–1342 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Billietite/0_Billietite_298.00_1.00_.cif,Billietite,U₆ Ba O₂₃,"Pagoaga M. K., Appleman D. E., Stewart J. M., Crystal structures and crystal chemistry of the uranyl oxide hydrates becquerelite, billietite, and protasite Note: y-coordinate of O601u atom changed to make calculated bond lengths match those published, American Mineralogist, 72, 1230–1238 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Tavorite/0_Tavorite_298.00_1.00_.cif,Tavorite,Li Fe P O₅ H,"Marx N., Croguennec L., Carlier D., Wattiaux A., Le Cras. F., Suard E., Delmas C., The structure of tavorite LiFePO4(OH) from diffraction and GGA + U studies and its preliminary electrochemical characterization, Dalton Transactions, 39, 5108–5116 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Westerveldite/0_Westerveldite_298.00_19738.46_.cif,Westerveldite,Fe As,"Lyman P. S., Prewitt C. T., Room- and high-pressure crystal chemistry of CoAs and FeAs Note: anisoB's taken from ICSD Sample: Pna2_1 refinement, P = .0001 GPa, Acta Crystallographica, Section B, 40, 14–20 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Koechlinite/0_Koechlinite_298.00_1.00_.cif,Koechlinite,Bi₂ Mo O₆,"Teller R. G., Brazdil J. F., Grasselli R. K., Jorgensen J. D., The structure of gamma-bismuth molybdate, Bi2MoO6, by powder neutron diffraction, Acta Crystallographica, Section C, 40, 2001–2005 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Larsenite/0_Larsenite_298.00_1.00_.cif,Larsenite,Pb Zn Si O₄,"Prewitt C. T., Kirchner E., Preisinger A., Crystal structure of larsenite PbZnSiO4, Zeitschrift fur Kristallographie, 124, 115–130 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Stetefeldite/0_Stetefeldite_298.00_1.00_.cif,Stetefeldite,Ag Sb O₃,"Schrewelius N., Roentgenuntersuchung der Verbindungen Na Sb (O H)6, Na Sb F6, Na Sb O3 und gleichartiger Stoffe _cod_database_code 1011279, Zeitschrift fur Anorganische und Allgemeine Chemie, 238, 241–254 (1938)."
/Volumes/Sajid's SSD/MinX-EQ/Hydrohalloysite-10A/0_Hydrohalloysite-10A_298.00_1.00_.cif,Hydrohalloysite-10A,Al₂ Si₂ (O₁₁ H₈),"Mehmel M., Uber die Struktur von Halloysit und Metahalloysit Note: coordinates have been adjusted, Zeitschrift fur Kristallographie, 90, 35–43 (1935)."
/Volumes/Sajid's SSD/MinX-EQ/Chantalite/0_Chantalite_298.00_1.00_.cif,Chantalite,Ca Al₂ Si O₈ H₄,"Liebich B. W., Sarp H., Parthe E., The crystal structure of chantalite, CaAl2(OH)4SiO4 southwest Turkey, Zeitschrift fur Kristallographie, 150, 53–63 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Denningite/0_Denningite_298.00_1.00_.cif,Denningite,Mn Te₂ O₅,"Miletich R., Copper-substituted manganese-denningites, Mn(Mn1-xCux)(Te2O5)2(0<=x<=1): synthesis and crystal chemistry Sample: x = 0.0, Mineralogy and Petrology, 48, 129–145 (1993)."
/Volumes/Sajid's SSD/MinX-EQ/Vermiculite/0_Vermiculite_298.00_1.00_.cif,Vermiculite,Mg₃ Si₄ (O₁₂ H₂),"Gruner J. W., The structures of vermiculites and their collapse by dehydration, American Mineralogist, 19, 557–575 (1934)."
/Volumes/Sajid's SSD/MinX-EQ/Posnjakite/0_Posnjakite_298.00_1.00_.cif,Posnjakite,Cu₄ S O₁₁ H₈,"Mellini M., Merlino S., Posnjakite: [Cu4(OH)6(H2O)O] octahedral sheets in its structure, Zeitschrift fur Kristallographie, 149, 249–257 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Chesnokovite/0_Chesnokovite_298.00_1.00_.cif,Chesnokovite,Na₂ Si O₁₂ H₁₈,"Pekova I. V., Chukanov N. V., Zadov A. E., Zubkova N. V., Pushcharovsky D. Yu., Chesnokovite, Na2[SiO2(OH)2]*8H2O, the first natural sodium orthosilicate from the Lovozero alkaline pluton, Kola Peninsula: Description and crystal structure of a new mineral species, Geology of Ore Deposits, 49, 727–738 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Paranatisite/0_Paranatisite_298.00_1.00_.cif,Paranatisite,Ti₃ Si₂ Na₄ O₁₀,"Sokolova E. V., Hawthorne F. C., Reconsideration of the crystal structure of paranatisite and the crystal chemistry of [M2T2_12] sheets, The Canadian Mineralogist, 40, 947–960 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Proustite/0_Proustite_298.00_1.00_.cif,Proustite,As Ag₃ S₃,"Hocart R., Schema structural de la proustite et de la pyrargyrite. _cod_database_code 1011213, Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences, 205, 68–70 (1937)."
/Volumes/Sajid's SSD/MinX-EQ/Chlorothionite/0_Chlorothionite_298.00_1.00_.cif,Chlorothionite,Cu K₂ Cl₂ S O₄,"Giacovazzo C., Scandale E., Scordari F., The crystal structure of chlorotionite, CuK2Cl2SO4, Zeitschrift fur Kristallographie, 144, 226–237 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Xenotime-(Tb)/0_Xenotime-(Tb)_298.00_1.00_.cif,Xenotime-(Tb),Tb P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Thaumasite/0_Thaumasite_301.00_1.00_.cif,Thaumasite,Ca₃ Si C S O₂₅ H₃₀,"Gatta G. D., McIntyre G. J., Swanson J. G., Jacobsen S. D., Minerals in cement chemistry: A single-crystal neutron diffraction and Raman spectroscopic study of thaumasite, Ca3Si(OH)6(CO3)(SO4)*12H2O Note: T = 301 K, American Mineralogist, 97, 1060–1069 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Cuprite/0_Cuprite_298.00_1.00_.cif,Cuprite,Cu₂ O,"Hafner S. S., Nagel S., The electric field gradient at the position of copper in Cu2O and electronic charge density analysis by means of K-factors, Physics and Chemistry of Minerals, 9, 19–22 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Hessite/0_Hessite_297.00_1.00_.cif,Hessite,Ag₂ Te,"Schneider J., Schulz H., X-ray powder diffraction of Ag2Te at temperatures up to 1123 K Note: T = 297 K, Zeitschrift fur Kristallographie, 203, 1–15 (1993)."
/Volumes/Sajid's SSD/MinX-EQ/Praseodymium/0_Praseodymium_298.00_1.00_.cif,Praseodymium,Pr,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.9% pure, Acta Crystallographica, 9, 559–563 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Matildite/0_Matildite_298.00_1.00_.cif,Matildite,Ag Bi S₂,"Geller S., Wernick J. H., Ternary semiconducting compounds with sodium chloride-like structure: AgSbSe2, AgSbTe2, AgBiS2, AgBiSe2 Sample: after annealing at 152 deg C for 15 days, Acta Crystallographica, 12, 46–54 (1959)."
/Volumes/Sajid's SSD/MinX-EQ/Magnesite/0_Magnesite_298.00_1.00_.cif,Magnesite,Mg C O₃,"Graf D. L., Crystallographic tables for the rhombohedral carbonates, American Mineralogist, 46, 1283–1316 (1961)."
/Volumes/Sajid's SSD/MinX-EQ/Barytocalcite/0_Barytocalcite_298.00_1.00_.cif,Barytocalcite,Ba Ca C₂ O₆,"Alm K. F., The crystal structure of barytocalcite BaCa(CO3)2, Arkiv for Mineralogi och Geologi, 2, 399–410 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Herzenbergite/0_Herzenbergite_298.00_1.00_.cif,Herzenbergite,Sn S,"Hofmann W., Ergebnisse der Strukturbestimmung komplexer Sulfide. I: SnS und PbSnS2 _cod_database_code 1011253, Zeitschrift fur Kristallographie, 92, 161–173 (1935)."
/Volumes/Sajid's SSD/MinX-EQ/Atelestite/0_Atelestite_298.00_1.00_.cif,Atelestite,Bi₂ As O₆ H,"Mereiter K., Preisinger A., Kristallstrukturdaten der wismutminerale atelestit, mixit und pucherit, Anzeiger der Osterreichische Akademie der Wissenschaften, 123, 79–81 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Pasavaite/0_Pasavaite_298.00_1.00_.cif,Pasavaite,Pb₂ Te₂ Pd₃,"Vymazalova A., Laufek F., Drabek M., Haloda J., Sidorinova T., Pasavaite, Pd3Pb2Te2, a new platinum-group mineral species from the Noril'sk-Talnakh Ni-Cu Camp, Russia, The Canadian Mineralogist, 47, 53–62 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Acetamide/0_Acetamide_298.00_1.00_.cif,Acetamide,C₂ O N H₅,"Denne W. A., Small R. W. H., A refinement of the structure of rhombohedral acetamide, Acta Crystallographica, Section B, 27, 1094–1098 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Paganoite/0_Paganoite_298.00_1.00_.cif,Paganoite,Ni Bi As O₅,"Roberts A. C., Burns P. C., Gault R. A., Criddle A. J., Feinglos M. N., Stirling J. A. R., Paganoite, NiBiAsO5, a new mineral from Johanngeorgenstadt, Saxony, Germany: description and crystal structure, European Journal of Mineralogy, 13, 167–175 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Stangersite/0_Stangersite_298.00_1.00_.cif,Stangersite,Sn Ge S₃,"Sejkora J., Berlepsch P., Makovicky E., Balic-Zunic T., Natural SnGeS3 from Radvanice near Trutnov (Czech Republic): its description, crystal structure refinement and solid solution with PbGeS3, European Journal of Mineralogy, 13, 791–800 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Sellaite/0_Sellaite_298.00_1.00_.cif,Sellaite,Mg F₂,"Baur W. H., Uber die verfeinerung der kristallstrukturbestimmung einiger vertreter des rutiltyps: TiO2, SnO2, GeO2 und MgF2, Acta Crystallographica, 9, 515–520 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Lorenzenite/0_Lorenzenite_298.00_1.00_.cif,Lorenzenite,Na₂ Ti₂ Si₂ O₉,"Sundberg M. R., Lehtinen M., Kivekas R., Refinement of the crystal structure of ramsayite (lorenzenite), American Mineralogist, 72, 173–177 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Clinocervantite/0_Clinocervantite_298.00_1.00_.cif,Clinocervantite,Sb O₂,"Basso R., Lucchetti G., Zefiro L., Palenzona A., Clinocervantite, B-Sb2O4, the natural monoclinic polymorph of cervantite from the Cetine mine, Siena, Italy Note: z-coordinate to O2 altered by communications with R Basso, April, 2003, European Journal of Mineralogy, 11, 95–100 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Vuagnatite/0_Vuagnatite_298.00_1.00_.cif,Vuagnatite,Ca Al Si O₅ H,"McNear E., Vincent M. G., Parthe E., The crystal structure of vuagnatite, CaAl(OH)SiO4, American Mineralogist, 61, 831–838 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Paraguanajuatite/0_Paraguanajuatite_298.00_1.00_.cif,Paraguanajuatite,Bi₂ Se₃,"Nakajima S., The crystal structure of Bi2Te3-xSex, Journal of Physics and Chemistry of Solids, 24, 479–485 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Trimerite/0_Trimerite_298.00_1.00_.cif,Trimerite,Ca Mn₂ Be₃ Si₃ O₁₂,"Klaska K. H., Jarchow O., Die Bestimmung der kristallstruktur von trimerit CaMn2(BeSiO4)3 und das trimeritgesetz der verzwillingung, Zeitschrift fur Kristallographie, 145, 46–65 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Protoenstatite/0_Protoenstatite_298.00_1.00_.cif,Protoenstatite,O₃ Si Mg,"Jahn S., Martonak R., Phase behavior of protoenstatite at high pressure studied by atomistic simulations, American Mineralogist, 94, 950–956 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Clerite/0_Clerite_298.00_1.00_.cif,Clerite,Mn Sb₂ S₄,"Bente K., Edenharter A., Rontgenographische strukturanalyse von MnSb2S4 und strukturverfeinerung von berthierit, FeSb2S4, Zeitschrift fur Kristallographie, 185, 31–33 (1989)."
/Volumes/Sajid's SSD/MinX-EQ/Calcium-gamma/0_Calcium-gamma_773.00_1.00_.cif,Calcium-gamma,Ca,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 773 K Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Jolliffeite/0_Jolliffeite_298.00_1.00_.cif,Jolliffeite,Ni As Se,"Foecker A. J., Jeitschko W., The atomic order of the pnictogen and chalcogen atoms in equiatomic ternary compounds TPnCh (T = Ni, Pd; Pn = P, As, Sb; Ch = S, Se, Te), Journal of Solid State Chemistry, 162, 69–78 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Haggite/0_Haggite_298.00_1.00_.cif,Haggite,V₂ O₅,"Evans H. T., Mrose M. E., A crystal chemical study of the vanadium oxide minerals, haggite and doloresite, American Mineralogist, 45, 1144–1166 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Guildite/0_Guildite_298.00_1.00_.cif,Guildite,Fe Cu S₂ H₄ O₁₃,"Wan C., Ghose S., Rossman G. R., Guildite, a layer structure with a ferric hydroxy-sulphate chain and its optical absorption spectra Note: OW2 y-coordinate changed in order to reproduce OW2 bond lengths Note: O6 z-coordinated change from .433 to .0433 to ensure SO4 group, American Mineralogist, 63, 478–483 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Vasilite/0_Vasilite_298.00_1.00_.cif,Vasilite,Pd₁₆ S₇,"Matkovic P., El Boragy. M., Schubert K., Kristallstruktur von Pd16S7, Journal of the Less-Common Metals, 50, 165–176 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Bismite/0_Bismite_298.00_1.00_.cif,Bismite,Bi₂ O₃,"Malmros G., The crystal structure of alpha-Bi2O3, Acta Chemica Scandinavica, 24, 384–396 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Parsonsite/0_Parsonsite_298.00_1.00_.cif,Parsonsite,U Pb₂ P₂ O₁₀,"Burns P. C., A new uranyl phosphate chain in the structure of parsonsite, American Mineralogist, 85, 801–805 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Semseyite/0_Semseyite_298.00_1.00_.cif,Semseyite,Pb₉ Sb₈ S₂₁,"Kohatsu J. J., Wuensch B. J., Semseyite (Pb9Sb8S21) and the crystal chemistry of the plagionite group, Pb3+2nSb8S15+2n Note: structure from ICSD, American Mineralogist, 59, 1127–1127 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Phase-B/0_Phase-B_298.00_1.00_.cif,Phase-B-anhydrous,Si₅ Mg₁₄ O₂₄,"Finger L. W., Hazen R. M., Prewitt C. T., Crystal structures of Mg12Si4O19(OH)2 (phase B) and Mg14Si5O24 (phase AnhB), American Mineralogist, 76, 1–7 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Ussingite/0_Ussingite_298.00_1.00_.cif,Ussingite,Al Si₃ Na₂ H O₉,"Rossi G., Tazzoli V., Ungaretti L., The crystal structure of ussingite, American Mineralogist, 59, 335–340 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Antimony/0_Antimony_298.00_62176.15_.cif,Antimony,Sb,"Schiferl D., Cromer D. T., Jamieson J. C., Structure determinations on Sb up to 85 x 10^2 MPa Sample: at P = 6.3 GPa Note: known as the A7 rhombohedral-type structure, Acta Crystallographica, Section B, 37, 807–810 (1981)."
/Volumes/Sajid's SSD/MinX-EQ/Mozartite/0_Mozartite_100.00_1.00_.cif,Mozartite,Ca Mn Si H O₅,"Nyfeler D., Hoffmann C., Armbruster T., Kunz M., Libowitzky E., Orthorhombic Jahn-Teller distortion and Si-OH in mozartite, CaMnO[SiO3OH]: A single-crystal X-ray, FTIR, and structure modeling study Sample: at T = 100 K, American Mineralogist, 82, 841–848 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Lisiguangite/0_Lisiguangite_298.00_1.00_.cif,Lisiguangite,Bi Pt Cu S₃,"Yu Z., Cheng F., Ma H., Lisiguangite, CuPtBiS3, a new platinum-group mineral from the Yanshan Mountains, Hebei, China, Acta Geologica Sinica, 83, 238–244 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Stenonite/0_Stenonite_298.00_1.00_.cif,Stenonite,Sr₂ Al C F₅ O₃,"Hawthorne F. C., The crystal structure of stenonite and the classification of the aluminofluoride minerals, The Canadian Mineralogist, 22, 245–251 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Cobaltite/0_Cobaltite_298.00_1.00_.cif,Cobaltite,Co As S,"Giese R. F., Kerr P. F., The crystal structures of ordered and disordered cobaltite ordered, annealed after heating in a vacuum at 450 C, American Mineralogist, 50, 1002–1014 (1965)."
/Volumes/Sajid's SSD/MinX-EQ/Painite/0_Painite_298.00_1.00_.cif,Painite,Zr Ca Al₉ B O₁₈,"Moore P. B., Araki T., Painite, CaZrB[Al9O18]: Its crystal structure and relation to jeremejevite, B5[X3Al6(OH)3O15], and fluoborite, B3[Mg9(F,OH)9O9], American Mineralogist, 61, 88–94 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Aubertite/0_Aubertite_298.00_1.00_.cif,Aubertite,Cu Al S₂ O₂₂ Cl H₂₈,"Ginderow D., Cesbron F., Structure cristalline de l'aubertite, AlCuCl(SO4)2*14H2O Note: anisotropic displacement parameters obtained from ICSD, Acta Crystallographica, Section B, 35, 2499–2502 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Javorieite/0_Javorieite_298.00_1.00_.cif,Javorieite,K Fe Cl₃,"Amit A., Horowitz A., Makovsky J., Preparation and crystal structure of KFeCl3 and KFeBr3, Israel Journal of Chemistry, 12, 827–830 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Macphersonite/0_Macphersonite_298.00_1.00_.cif,Macphersonite,Pb₄ S (O₁₂ C₂) H₂,"Steele I. M., Pluth J. J., Livingstone A., Crystal structure of macphersonite (Pb4SO4(CO3)2(OH)2): comparison with leadhillite Note: space group changed from Pcab to Pbca, Mineralogical Magazine, 62, 451–459 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Nontronite/0_Nontronite_298.00_1.00_.cif,Nontronite,Fe Si₂ O₆ H,"Dainyak L. G., Zviagina B. B., Rusakov V. S., Drits V. A., Interpretation of the nontonite-dehydroxylate Mossbauer spectrum using EFG calculations Sample: tv structure, European Journal of Mineralogy, 18, 753–764 (2006)."
/Volumes/Sajid's SSD/MinX-EQ/Neptunium-gamma/0_Neptunium-gamma_873.00_1.00_.cif,Neptunium-gamma,Np,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 873 K Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Schaurteite/0_Schaurteite_298.00_1.00_.cif,Schaurteite,Ca₃ Ge S₂ O₁₇ H₁₂,"Origlieri M. J., Downs R. T., Schaurteite, Ca3Ge(SO4)2(OH)6*3H2O, Acta Crystallographica, Section E, 69, i6–i6 (2013)."
/Volumes/Sajid's SSD/MinX-EQ/Christite/0_Christite_298.00_1.00_.cif,Christite,Tl Hg As S₃,"Brown K. L., Dickson F. W., The crystal structure of synthetic christite, HgTlAsS3, Zeitschrift fur Kristallographie, 144, 367–376 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Weberite/0_Weberite_298.00_1.00_.cif,Weberite,Na₂ Mg Al F₇,"Knop O., Cameron T. S., Jochem K., What is the true space group of weberite? Sample: Imma refinement, T = ambient, Journal of Solid State Chemistry, 43, 213–221 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Xieite/0_Xieite_298.00_1.00_.cif,Xieite,Fe Cr₂ O₄,"Ishii T., Kojitani H., Tsukamoto S., Fujino K., Mori D., Inaguma Y., Tsujino N., Yoshino T., Yamazaki D., Higo Y., Funakoshi K., Akaogi M., High-pressure phase transitions in FeCr2O4 and structure analysis of new post- spinel FeCr2O4 and Fe2Cr2O5 phases with meteoritical and petrological implications, American Mineralogist, 99, 1788–1797 (2014)."
/Volumes/Sajid's SSD/MinX-EQ/Chalcanthite/0_Chalcanthite_298.00_1.00_.cif,Chalcanthite,Cu S O₉ H₁₀,"Bacon G. E., Titterton D. H., Neutron-diffraction studies of CuSO4*5(H2O) and CuSO4*5(D2O), Zeitschrift fur Kristallographie, 141, 330–341 (1975)."
/Volumes/Sajid's SSD/MinX-EQ/Iron-alpha/0_Iron-alpha_298.00_1.00_.cif,Iron-alpha,Fe,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 298 K Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Nierite/0_Nierite_298.00_1.00_.cif,Nierite,Si₃ N₄,"Yang P., Fun H-K., Rahman I. A., Saleh M. I., Two phase refinements of the structures of a-Si3N4 and B-Si3N4 made from rice husk by Rietveld analysis Sample: Alpha phase Note: changed N4 location to match reported bond distances, Ceramics International, 21, 137–142 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Ravatite/0_Ravatite_298.00_1.00_.cif,Ravatite,C₇,"Petricek V., Cisarova I., Hummel L., Kroupa J., Brezina B., Oriental disorder in phenanthrene. Structure determination at 248, 295, 339 and 344 K, Acta Crystallographica, Section B, 46, 830–832 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Ramsdellite/0_Ramsdellite_298.00_1.00_.cif,Ramsdellite,Mn O₂,"Post J. E., Heaney P. J., Neutron and synchrotron X-ray diffraction study of the structures and dehydration behaviors of ramsdellite and ""groutellite"", American Mineralogist, 89, 969–975 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Stibarsen/0_Stibarsen_298.00_1.00_.cif,Stibarsen,As Sb,"Bayliss P., Crystal chemistry and crystallography of some minerals in the tetradymite group, American Mineralogist, 76, 257–265 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Wurtzite-15R/0_Wurtzite-15R_298.00_1.00_.cif,Wurtzite-15R,Zn₅ S₅,"Frondel C., Palache C., Three new polymorphs of zinc sulfide, Science, 107, 602–602 (1948)."
/Volumes/Sajid's SSD/MinX-EQ/Fingerite/0_Fingerite_298.00_1.00_.cif,Fingerite,Cu₁₁ V₆ O₂₆,"Finger L. W., Fingerite Cu11O2(VO4)6: a new vanadium sublimate from Izalco Volcano, El Salvador: crystal structure, American Mineralogist, 70, 197–199 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Modderite/0_Modderite_298.00_0.99_.cif,Modderite,Co As,"Lyman P. S., Prewitt C. T., Room- and high-pressure crystal chemistry of CoAs and FeAs Note: anisoB's taken from ICSD Sample: Pnam refinement, P = .0001 GPa, Acta Crystallographica, Section B, 40, 14–20 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Sobolevskite/0_Sobolevskite_298.00_1.00_.cif,Sobolevskite,Bi Pd,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals Note: cell edges taken from Handbook of Mineralogy, The Canadian Mineralogist, 28, 751–755 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Banalsite/0_Banalsite_298.00_1.00_.cif,Banalsite,Ba Na₂ Al₄ Si₄ O₁₆,"Liferovich R. P., Locock A. J., Mitchell R. H., Shpachenko A. K., The crystal structure of stronalsite and a redetermination of the structure of banalsite, The Canadian Mineralogist, 44, 533–546 (2006)."
/Volumes/Sajid's SSD/MinX-EQ/Scottyite/0_Scottyite_298.00_1.00_.cif,Scottyite,Ba Cu₂ Si₂ O₇,"Yang H., Downs R. T., Evans S. H., Pinch W. W., Scottyite, the natural analog of synthetic BaCu2Si2O7, a new mineral from the Wessels mine, Kalahari Manganese Fields, South Africa, American Mineralogist, 98, 478–484 (2013)."
/Volumes/Sajid's SSD/MinX-EQ/Roquesite/0_Roquesite_298.00_1.00_.cif,Roquesite,Cu In S₂,"Abrahams S. C., Bernstein J. L., Piezoelectric nonlinear optic CuGaS2 and CuInS2 crystal structure: Sublattice distortion in AIBIIIC2VI and AIIBIVC2V type chalcopyrites Note: Synthetic sample, Journal of Chemical Physics, 59, 5415–5420 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Anhydrite/0_Anhydrite_298.00_1.00_.cif,Anhydrite (soluble),Ca S O₄,"Lager G. A., Armbruster T., Rotella F. J., Jorgensen J. D., Hinks D. G., A crystallographic study of the low-temperature dehydration products of gypsum CaSO4*2H2O: hemihydrate CaSO4*0.50H2O, and gamma-CaSO4 Note: gamma-CaSO4, American Mineralogist, 69, 910–918 (1984)."
