Filename,Exp_Density (g/cm³),Exp_a (Å),Exp_b (Å),Exp_c (Å),Exp_alpha (°),Exp_beta (°),Exp_gamma (°),Sim_Density (g/cm³),Sim_a (Å),Sim_b (Å),Sim_c (Å),Sim_alpha (°),Sim_beta (°),Sim_gamma (°)
0_Nambulite_298.00_1.01_,3.558409605252319,7.5391,11.7475,6.7137,93.024,95.147,106.266,3.457968582274663,7.611444653961445,11.860228153547734,6.778124175737251,93.02399999999106,95.14699999999743,106.26600000000111
0_Murdochite_298.00_1.01_,6.631817949413914,9.21,9.21,9.21,90.0,90.0,90.0,6.633292028364231,9.210071339824063,9.210071339824063,9.210071339824063,90.0,90.0,90.0
0_Cebaite-(Ce)_298.00_1.01_,4.746938830581315,21.42,5.078,13.3,90.0,94.8,90.0,4.509830620140943,21.7890823623665,5.165497676755213,13.529168787090311,90.0,94.79999999999208,90.0
0_Fluoropargasite_298.00_1.01_,3.746279188911793,9.812,17.926,5.308,90.0,105.1,90.0,2.4916043376367782,11.24424933821756,20.542643053086767,6.08280426898273,90.0,105.09999999999012,90.0
0_Cuprospinel_298.00_1.01_,5.236583168580529,11.6,5.8,8.73,90.0,90.0,90.0,4.751614096627258,11.981994713655808,5.990997356827903,9.017483952604724,90.0,90.0,90.0
0_Chloritoid_298.00_1.01_,3.587002816818905,9.46,11.0,9.15,97.05,101.56,90.1,3.500586672829365,9.537233523520962,11.089806422698924,9.224702615245011,97.04999999999198,101.55999999999786,90.09999999999232
0_Wurtzite-6H_298.00_1.01_,4.127548057445247,7.624,11.435999999999998,18.68999,90.0,90.0,120.0,3.9651409177710817,7.726712020836161,11.590068031254072,18.94178520491951,90.0,90.0,120.0
0_Cryptohalite_298.00_1.01_,2.181113441359114,8.395,8.395,8.395,90.0,90.0,90.0,0.7022560641873067,12.3294968744431,12.3294968744431,12.3294968744431,90.0,90.0,90.0
0_Kyzylkumite_298.00_1.01_,4.176743466393865,8.4787,9.1248,10.033,90.0,93.174,90.0,3.985712571080464,8.612067340742847,9.26833029483407,10.190816001235174,90.0,93.17399999999913,90.0
0_Kraisslite_298.00_1.01_,4.11408722182879,8.1821,14.1946,43.9103,90.0,90.0,90.0,3.911659056163,8.320895998907611,14.435388267815595,44.65516671524818,90.0,90.0,90.0
0_Katophorite_298.00_1.01_,3.673476673541001,9.737,17.875,5.313999999999999,90.0,104.64,90.0,2.478268171124262,11.10490389844668,20.38617204320969,6.060538083223287,90.0,104.6400000000104,90.0
0_Stetindite-(Ce)_298.00_1.01_,5.109169398088762,13.9492,6.9746,12.411,90.0,90.0,90.0,4.90493009869137,14.140197645263088,7.070098822631544,12.580936037576215,90.0,90.0,90.0
0_Stannoidite_298.00_1.01_,4.624484196772145,10.767,5.411,16.118,90.0,90.0,90.0,4.542454552495461,10.831436375577404,5.443382764767318,16.214460063300614,90.0,90.0,90.0
0_Tantalaeschynite-(Eu)_298.00_1.01_,8.57624107168013,11.02,7.64,11.22,90.0,90.0,90.0,8.310250013265346,11.13636406632529,7.720673454330839,11.338475936857648,90.0,90.0,90.0
0_Alcaparrosaite_298.00_1.01_,2.865497586497605,7.55943,16.7923,12.178300000000002,90.0,94.07599999999998,90.0,2.6207040397771197,7.787997525859543,17.30003331646584,12.546524046016104,90.0,94.07600000000087,90.0
0_Sewardite_298.00_1.01_,4.130766343221179,16.461,7.434,12.131,90.0,90.0,90.0,3.9258444764309823,16.742675635401607,7.561208351471556,12.338581989736603,90.0,90.0,90.0
0_Atelestite_298.00_1.01_,7.2638583155261,14.0,7.43,10.831,90.0,107.08,90.0,7.17111045157216,14.060180653701588,7.461938732643073,10.877558332874436,90.0,107.08000000000344,90.0
0_Aktashite_298.00_1.01_,5.45404297473275,13.73,13.73,9.329,90.0,90.0,120.0,5.23321061633235,13.920517935926744,13.920517935926712,9.458449513784418,90.0,90.0,120.0
0_Krieselite_298.00_1.01_,3.9519714041200817,9.608,9.107,8.551,90.0,90.0,90.0,3.756978617480104,9.771477268631056,9.261952902312926,8.69649272731713,90.0,90.0,90.0
0_Johnbaumite_298.00_1.01_,3.858344257901718,9.6311,9.6311,13.9112,90.0,90.0,120.0,3.494885190563898,9.954123307557849,9.954123307557978,14.377776178847498,90.0,90.0,120.0
0_Karenwebberite_298.00_1.01_,3.737607369402626,9.764,10.387,6.091,90.0,90.0,90.0,3.3980026745242795,10.07908494920536,10.722189201904452,6.2875569874651065,90.0,90.0,90.0
0_Tanteuxenite-(Ho)_298.00_1.01_,9.772369333534664,14.6236,5.5637,10.406,90.0,90.0,90.0,9.10036996132174,14.975095062568077,5.69742993514652,10.656120190724804,90.0,90.0,90.0
0_Sphalerite_298.00_1.01_,4.089056955513096,10.8186,10.8186,10.8186,90.0,90.0,90.0,3.96370348721344,10.931476933781692,10.931476933781692,10.931476933781692,90.0,90.0,90.0
0_Arupite_298.00_1.01_,2.864978055743357,9.963,13.225,4.6406,90.0,104.73,90.0,2.7424447157162,10.1092882148754,13.419184647368102,4.7087386218960985,90.0,104.72999999999276,90.0
0_Allanite-(La)_298.00_1.01_,3.4203115988073334,8.914,11.452,10.132,90.0,114.87,90.0,3.335515632083357,8.98892473671025,11.548257357505763,10.217162377422907,90.0,114.869999999996,90.0
0_Tellurobismuthite_298.00_1.01_,7.91204790201198,8.834,8.833999999999998,29.84,90.0,90.0,120.0,7.92140747135444,8.830547969378618,8.830547969378676,29.82833952980068,90.0,90.0,119.99999999999996
0_Ardennite-(As)_298.00_1.01_,3.6820589904030574,8.7126,5.8108,18.5214,90.0,90.0,90.0,3.475686354029233,8.88202395900166,5.923795976053813,18.881564464597343,90.0,90.0,90.0
0_Sellaite_298.00_1.01_,3.169361135851465,9.25,9.25,9.156,90.0,90.0,90.0,2.988697739890392,9.4327749077702,9.4327749077702,9.3369175195183,90.0,90.0,90.0
0_Neptunium-beta_586.00_1.01_,19.37947849941363,14.691,9.794,10.164,90.0,90.0,90.0,21.136531354873597,14.272153417534671,9.514768945023157,9.874220089566474,90.0,90.0,90.0
0_Omphacite_298.00_1.01_,3.27995433592421,9.596,8.771,10.53,90.0,106.93,90.0,3.1630182722246523,9.712841221521249,8.877795993535115,10.65821363720489,90.0,106.92999999999616,90.0
0_Millerite_298.00_1.01_,5.398083626364702,9.6071,9.6071,9.4302,90.0,90.0,120.0,5.3610699110670055,9.629165690068858,9.629165690068865,9.45185938425607,90.0,90.0,120.0
0_Mroseite_298.00_1.01_,4.171228456975838,6.988,11.201,10.566,90.0,90.0,90.0,3.959586900185774,7.110392859559616,11.39718237262836,10.751060525773962,90.0,90.0,90.0
0_Celsian_298.00_1.01_,3.409368960192621,8.622,13.078,14.411,90.0,115.1,90.0,3.217417421691982,8.790263907701219,13.333225630354764,14.692239987692394,90.0,115.09999999998897,90.0
0_Fluoro-oxy-ferri-magnesiokatop_298.00_1.01_,3.3074954336803315,9.795,17.993,5.28,90.0,104.53,90.0,2.5157103183321827,10.731746414104247,19.71376347411724,5.7849536566075495,90.0,104.53000000001369,90.0
0_Cristobalite_298.00_1.01_,2.33238613796378,9.9434,9.9434,13.8446,90.0,90.0,90.0,2.1262629997951183,10.255215535378923,10.255215535378923,14.278753444607164,90.0,90.0,90.0
0_Xenotime-(Ho)_298.00_1.01_,6.065355589614355,13.7546,6.8773,12.0352,90.0,90.0,90.0,5.915576475353764,13.86972613056514,6.9348630652825705,12.135934736493828,90.0,90.0,90.0
0_Wopmayite_298.00_1.01_,3.29671331739645,10.3926,10.3926,37.1694,90.0,90.0,120.0,3.0252436794586237,10.69470142497566,10.694701424975731,38.24987348165917,90.0,90.0,119.99999999999996
0_Chromite_298.00_1.01_,4.415105457991651,8.33273,8.33273,8.33273,90.0,90.0,90.0,4.148503304764324,8.507549278938718,8.507549278938718,8.507549278938718,90.0,90.0,90.0
0_Clinopyribole_298.00_1.01_,3.145978715986244,9.839,26.6471,5.2665,90.0,106.25,90.0,3.027230877413388,9.966020049726271,26.991110160286883,5.3344897440678505,90.0,106.25,90.0
0_Lithiotantite_298.00_1.01_,8.233965201583135,7.4425,10.0986,15.2452,90.0,107.381,90.0,7.834470152030186,7.566938215838257,10.267448070737515,15.500098957083976,90.0,107.38099999999729,90.0
0_Paulkellerite_298.00_1.01_,6.35642030887339,11.38,13.32,9.653,90.0,115.34,90.0,5.598455883251252,11.8752540497529,13.899682244526074,10.073095548529407,90.0,115.34000000000664,90.0
0_Oxo-magnesio-hastingsite_298.00_1.01_,3.392756541744998,9.8837,18.0662,5.3107,90.0,105.278,90.0,2.542955075608674,10.881599386331615,19.890238557761283,5.846890320526912,90.0,105.27799999999525,90.0
0_Praseodymium_298.00_1.01_,3.3851390675621587,14.69,14.689999999999998,23.6708,90.0,90.0,120.0,4.421718902024049,13.45418509102703,13.45418509102706,21.67946388377691,90.0,90.0,120.0
0_Manganoblodite_298.00_1.01_,2.4143362115434464,11.137,8.279,5.5381,90.0,100.423,90.0,2.221290492917776,11.450934771267136,8.512372180238838,5.69421045674367,90.0,100.4230000000068,90.0
0_Marrucciite_298.00_1.01_,7.463515125585845,48.32,4.117,24.056000000000004,90.0,118.84000000000002,90.0,4.930378653831888,55.50445176536462,4.729135511548131,27.63276265868389,90.0,118.84000000000536,90.0
0_Pharmacolite_298.00_1.01_,2.7304684551939027,5.9745,15.434,6.2797,90.0,114.83,90.0,2.571595972038263,6.0951842998514,15.745765249628624,6.40654930919347,90.0,114.83000000000038,90.0
0_Triplite_298.00_1.01_,3.8782745840015376,12.109,6.5162,10.117,90.0,106.15999999999998,90.0,3.710677061204282,12.288656770693692,6.612878458105135,10.267102200768688,90.0,106.1599999999901,90.0
0_Farringtonite_298.00_1.01_,2.7569981361748748,7.5957,8.2305,10.155,90.0,94.05,90.0,2.6381456245955244,7.7081236431863775,8.35231929186846,10.305303737187822,90.0,94.0499999999921,90.0
0_Doloresite_298.00_1.01_,3.3875604508289245,19.64,5.98,9.66,90.0,103.92,90.0,3.5108691275123585,19.407487075787973,5.909204313299999,9.545637736869264,90.0,103.9199999999952,90.0
0_Tusionite_298.00_1.01_,4.765424067715547,9.562,4.781,15.381,90.0,90.0,120.0,4.560463177370446,9.703165580073293,4.851582790036627,15.608072556693813,90.0,90.0,120.0
0_Demicheleite-(Br)_298.00_1.01_,6.672088671903881,16.0848,9.8511,12.0984,90.0,90.0,90.0,5.684371573939139,16.970649758963248,10.393636715440843,12.764703884651388,90.0,90.0,90.0
0_Tungsten_298.00_1.01_,19.261064905584128,9.4944,9.4944,9.4944,90.0,90.0,90.0,18.67895567563284,9.592022548236754,9.592022548236754,9.592022548236754,90.0,90.0,90.0
0_Hartite_298.00_1.01_,0.9310194086480612,11.407,20.952,7.406,93.941,100.75,80.499,1.0298011954024548,11.031170379033966,20.26168859310261,7.161992445614626,93.94099999999466,100.75,80.49900000000693
0_Humite_298.00_1.01_,3.1333140813132068,4.7408,10.258,20.8526,90.0,90.0,90.0,3.0221524294747604,4.798237357286247,10.382281220688888,21.105240532514745,90.0,90.0,90.0
0_Hingganite-(Ce)_298.00_1.01_,4.719299184369488,9.5362,7.6757,9.9301,90.0,90.171,90.0,4.310111488667611,9.828955594619382,7.91133936553546,10.234948087302104,90.0,90.17099999998938,90.0
0_Inderborite_298.00_1.01_,1.9269931832937248,12.137,7.433,19.234000000000005,90.0,90.29,90.0,1.87180492696831,12.255197724865129,7.505387219981999,19.421312765926945,90.0,90.28999999999247,90.0
0_Radtkeite_298.00_1.01_,7.129380665436089,16.827,9.117,13.165,90.0,130.16999999999996,90.0,5.755001287561103,18.077272829975307,9.79440758250936,14.143180412826188,90.0,130.17000000000462,90.0
0_Brianite_298.00_1.01_,3.1473506297963416,9.12,5.198,13.37,90.0,90.78,90.0,2.9980919771064896,9.268946303024569,5.282892859991426,13.588356586780543,90.0,90.78000000001153,90.0
0_Sanbornite_298.00_1.01_,3.7709310237249256,9.26,7.69,13.53,90.0,90.0,90.0,3.561972601356255,9.437714373008207,7.837583534388044,13.78966257740834,90.0,90.0,90.0
0_Billwiseite_298.00_1.01_,5.710056032537824,54.116,4.9143,5.5482,90.0,90.425,90.0,5.3295470721615406,55.37485581551692,5.028617302354175,5.677263194538639,90.0,90.42499999999224,90.0
0_Barytocalcite_298.00_1.01_,3.6731515277219176,8.15,10.44,13.16,90.0,106.13,90.0,3.457870641456301,8.315798567680604,10.652384913691575,13.42771891419353,90.0,106.13000000000396,90.0
0_Calomel_298.00_1.01_,7.164694764512551,13.4385,13.4385,10.9054,90.0,90.0,90.0,6.300421140749589,14.027886306314144,14.027886306314144,11.38368949844696,90.0,90.0,90.0
0_Sabinaite_298.00_1.01_,3.4430582358659603,10.196,6.616,17.958,90.0,94.14,90.0,3.2738661254518706,10.368744365539705,6.728090694626429,18.262251011805056,90.0,94.14000000001,90.0
0_Heterogenite_298.00_1.01_,4.947892155554462,8.553,5.702,13.15,90.0,90.0,120.0,4.818441967678115,8.628935383878932,5.752623589252541,13.26674854413733,90.0,90.0,120.0
0_Isolueshite_298.00_1.01_,7.307207246811207,7.818,7.818,3.909,90.0,90.0,90.0,3.5397540997778094,10.073055705542163,10.073055705542163,5.036527852771083,90.0,90.0,90.0
0_Ingersonite_298.00_1.01_,5.460819207974324,7.282,7.281999999999999,17.604,90.0,90.0,120.0,5.143164709568747,7.428948283203539,7.428948283203539,17.959242732424485,90.0,90.0,120.0
0_Bohdanowiczite_298.00_1.01_,7.94666507088428,12.54,8.36,19.67,90.0,90.0,120.0,7.385992892541798,12.850231446030692,8.566820964020492,20.156623009842782,90.0,90.0,120.0
0_Pyrrhotite_298.00_1.01_,4.623307236289482,11.902,6.859,22.787000000000003,90.0,90.43,90.0,5.359490642146774,11.330207792344464,6.529482040639467,21.692273984553196,90.0,90.42999999999404,90.0
0_Brazilianite_298.00_1.01_,2.997841275895961,11.233,10.142,7.097,90.0,97.37000000000002,90.0,2.8710912639265462,11.395967638010717,10.289139480522204,7.199962817320652,90.0,97.36999999999612,90.0
0_Calcioancylite-(Nd)_298.00_1.01_,3.1064601653426744,9.952,8.468,14.424,90.04,90.0,90.0,2.932187321391758,10.1457371397153,8.632847879733582,14.704794262786798,90.03999999999252,90.0,90.0
0_Quartz_298.00_1.00_,2.6456948017395647,9.832,9.832,10.8108,90.0,90.0,120.0,2.404118934333842,10.15126481806284,10.151264818062833,11.161848423018222,90.0,90.0,120.0
0_Salesite_298.00_1.01_,4.906038120907615,10.784,6.708,9.562,90.0,90.0,90.0,4.430884147326123,11.156767043524022,6.939873268542179,9.892526564370838,90.0,90.0,90.0
0_Bischofite_298.00_1.01_,1.5895972938479437,9.8607,7.1071,12.1474,90.0,93.758,90.0,1.3240870375667662,10.484237814844626,7.556514910085684,12.915536466178144,90.0,93.7579999999884,90.0
0_Ludwigite_298.00_1.01_,4.083328300797501,9.2411,12.2948,6.0426,90.0,90.0,90.0,3.8588786021038057,9.41691902006397,12.528718006285256,6.157565102708353,90.0,90.0,90.0
0_Lisitsynite_298.00_1.01_,2.744336566321519,9.963,10.4348,9.4088,90.0,90.0,90.0,2.6026146918326494,10.140700268253514,10.620915302536648,9.576615545914274,90.0,90.0,90.0
0_Pekovite_298.00_1.01_,3.3827064460597738,8.155,7.919,8.921,90.0,90.0,90.0,3.244799868521941,8.268962639336555,8.029664640209125,9.045667161927868,90.0,90.0,90.0
0_Mathiasite_298.00_1.01_,4.631809586508125,9.119,9.119,9.119,69.24,69.24,69.24,4.26922808481823,9.37021748766174,9.370217487661694,9.370217487661725,69.239999999995,69.239999999995,69.239999999995
0_Perrierite-(La)_298.00_1.01_,4.852825819021195,13.818,5.677,11.787,90.0,113.85,90.0,4.688196863020372,13.977912744952116,5.74269870119358,11.92340841834926,90.0,113.84999999998908,90.0
0_Peterandresenite_298.00_1.01_,3.094141973339023,15.3444,9.4158,11.2858,90.0,118.63200000000002,90.0,2.9104970864254187,15.660724607366047,9.609906595112069,11.518456620904788,90.0,118.63199999999284,90.0
0_Posnjakite_298.00_1.01_,3.344109612614955,10.578,12.69,7.863,90.0,117.98000000000002,90.0,3.225057531392153,10.70667787845687,12.844369661336364,7.958650799613027,90.0,117.97999999999148,90.0
0_Fabriesite_298.00_1.01_,2.563310364286292,16.426,15.014,5.2235,90.0,90.0,90.0,2.4496650535185687,16.676341880659916,15.242822171936464,5.303109205748582,90.0,90.0,90.0
0_Wakefieldite-(Y)_298.00_1.01_,4.246821755440425,14.24,7.12,12.578,90.0,90.0,90.0,4.054324581646547,14.46191031068389,7.230955155341945,12.774010385377874,90.0,90.0,90.0
0_Terskite_298.00_1.01_,2.7017386756560566,14.195,14.75,7.511,90.0,90.0,90.0,2.567865168442732,14.437718345163074,15.002208213536903,7.639429551991486,90.0,90.0,90.0
0_Trikalsilite_298.00_1.01_,2.6364865866588945,15.339,15.339,8.501,90.0,90.0,120.0,2.491537132065466,15.630975105975564,15.630975105975548,8.662815005926113,90.0,90.0,120.0
0_Ferri-ottoliniite_298.00_1.01_,3.297766575205345,9.535,17.876,5.294,90.0,102.54,90.0,3.113753829204979,9.724420835333104,18.231121851328226,5.399169785238959,90.0,102.53999999999998,90.0
0_Tyrrellite_298.00_1.01_,6.629084690997008,9.9885,9.9885,9.9885,90.0,90.0,90.0,6.485914490322516,10.061466469950652,10.061466469950652,10.061466469950652,90.0,90.0,90.0
0_Dreyerite_298.00_1.01_,6.127052667392372,14.606,7.303,13.168,90.0,90.0,90.0,5.986123680371701,14.719754440065069,7.359877220032534,13.270555009364337,90.0,90.0,90.0
0_Sulfur_298.00_1.01_,2.066990880019597,10.4646,12.866,24.486,90.0,90.0,90.0,0.9046572107720192,14.058072222464473,17.28409659368028,32.89432529091041,90.0,90.0,90.0
0_Bahariyaite_298.00_1.01_,2.7954964271482745,9.0509,11.2762,14.7164,90.0,90.0,90.0,2.337696512366136,9.608038803198893,11.97031976407104,15.62228532448646,90.0,90.0,90.0
0_Suanite_298.00_1.01_,2.9136804635329203,9.197,6.2456,12.303,90.0,104.26000000000002,90.0,2.8032666555983625,9.31621473201864,6.32655765252757,12.462475790804348,90.0,104.26000000000644,90.0
0_Alumohydrocalcite_298.00_1.01_,2.188300760566078,5.71,6.54,14.640000000000002,81.8,83.9,86.5,2.1535642340148966,5.740556675145812,6.574998363477013,14.71834496044395,81.79999999999266,83.90000000000651,86.5
0_Kononovite_298.00_1.01_,2.924501256120611,13.33916,8.58747,7.05209,90.0,114.09000000000002,90.0,2.7522102844722847,13.611977715081943,8.763104293593788,7.196322101597983,90.0,114.09000000000694,90.0
0_Killalaite_298.00_1.01_,3.0344794543087934,6.807,15.459,6.811,90.0,97.76,90.0,2.8930575450786487,6.916198836713173,15.706995418943633,6.920263005267137,90.0,97.76000000000629,90.0
0_Langbeinite_298.00_1.01_,2.82440474859552,9.919,9.919,9.919,90.0,90.0,90.0,2.662468803443956,10.11621281163698,10.11621281163698,10.11621281163698,90.0,90.0,90.0
0_Lead_298.15_1.01_,6.528213524624963,9.104,20.792,11.577,90.0,90.5,90.0,5.3804820257387,9.712443492687685,22.18158228250916,12.350720377289775,90.0,90.5,90.0
0_Chiappinoite-(Y)_298.00_1.01_,2.990315490911014,7.5549,15.2342,19.6418,90.0,90.0,90.0,2.899153960460872,7.633283289586971,15.39225724896761,19.845586800276457,90.0,90.0,90.0
0_Cerchiaraite-(Fe)_298.00_1.01_,5.20704390323119,14.3554,14.3554,6.0065,90.0,90.0,90.0,2.423374094067782,18.54975980919647,18.54975980919647,7.7614787671496765,90.0,90.0,90.0
0_Gallite_298.00_1.01_,4.377442739965798,10.69482,10.69482,10.47429,90.0,90.0,90.0,4.262028280703934,10.790509688242578,10.790509688242578,10.568006541714762,90.0,90.0,90.0
0_Neustadtelite_298.00_1.01_,8.665372201121441,9.132,12.316000000000004,8.972,95.51999999999998,99.51,92.85,9.316579665218011,8.91669417862936,12.025624781427858,8.76046651014703,95.52000000000012,99.51000000000016,92.85000000000012
0_Normandite_298.00_1.01_,3.4245364667171407,10.798,9.835,7.089999999999999,90.0,108.08,90.0,3.323962467291325,10.905855499643913,9.933236602981866,7.160818252683476,90.0,108.080000000003,90.0
0_Fredrikssonite_298.00_1.01_,3.778336103686513,9.198,12.528,5.93,90.0,90.0,90.0,3.605962902267904,9.342298934726545,12.724540232034506,6.023030298209211,90.0,90.0,90.0
0_Flinteite_298.00_1.01_,2.359834600935859,26.778,12.402,7.256,90.0,90.0,90.0,2.117376210922885,27.764829739405403,12.859041691989782,7.523399977187402,90.0,90.0,90.0
0_Cobaltpentlandite_298.00_1.01_,5.349188837653337,9.923,9.923,9.923,90.0,90.0,90.0,5.437180087390734,9.869183812040175,9.869183812040175,9.869183812040175,90.0,90.0,90.0
0_Waylandite_298.00_1.01_,4.172829617064776,7.0059,7.005899999999999,16.3431,90.0,90.0,120.0,4.053021880181228,7.074294388174073,7.0742943881740565,16.502647856144986,90.0,90.0,120.0
0_Znamenskyite_298.00_1.01_,6.783197519718098,21.344,26.494,4.002,90.0,90.0,90.0,6.288470170326059,21.889917971217297,27.17164012038177,4.10435961960321,90.0,90.0,90.0
0_Coronadite_298.00_1.01_,9.03125765686271,9.938,5.7356,9.834,90.0,90.39,90.0,6.922994810378729,10.859223441637194,6.267273291593195,10.745582946775988,90.0,90.39000000000983,90.0
0_Montroseite_298.00_1.01_,4.016769049658409,9.08,9.97,9.09,90.0,90.0,90.0,4.082568250934437,9.030965230968365,9.916158959554323,9.0409112279187,90.0,90.0,90.0
0_Modderite_298.00_1.00_,8.218140580461002,10.5714,11.735,6.9766,90.0,90.0,90.0,8.111418762035859,10.617566891234963,11.786248507164862,7.007067859828392,90.0,90.0,90.0
0_Sidwillite_298.00_1.01_,3.1148827683548825,10.476,13.822,10.606,90.0,91.62,90.0,2.9290156784562664,10.693219910888155,14.108599237141703,10.82591546151966,90.0,91.61999999999615,90.0
0_Apuanite_298.00_1.01_,5.22129693523355,8.372,8.372,17.974,90.0,90.0,90.0,4.922458755380364,8.53813916305289,8.53813916305289,18.330687209354146,90.0,90.0,90.0
0_Atokite_298.00_1.01_,11.119548668750506,11.973,11.973,7.982,90.0,90.0,90.0,11.29365443402886,11.91115701634512,11.91115701634512,7.940771344230105,90.0,90.0,90.0
0_Sinkankasite_298.00_1.01_,2.243152074401002,9.59,9.818,6.86,108.04,99.62999999999998,98.87,2.1130049127956934,9.783126878760577,10.015718424991718,6.99814915414987,108.03999999999311,99.6300000000039,98.8699999999961
0_Kawazulite_298.00_1.01_,8.374762870333582,8.596,8.595999999999998,29.774,90.0,90.0,120.0,7.205058692917119,9.038516169874375,9.038516169874326,31.30674504907361,90.0,90.0,120.0
0_Lavinskyite_298.00_1.01_,3.9317827841537034,19.046,20.377,5.2497,90.0,90.0,90.0,3.4357549512483385,19.922596604974892,21.314856191303445,5.491318670436608,90.0,90.0,90.0
0_Jentschite_298.00_1.01_,5.365757194574648,8.0958,23.917,11.7752,90.0,108.063,90.0,4.772581711873383,8.418553281537015,24.870493198266026,12.244639022796406,90.0,108.06300000000776,90.0
0_Berzeliite_298.00_1.01_,4.124862906565528,12.355,12.355,12.355,90.0,90.0,90.0,3.836482834368302,12.657175802016408,12.657175802016408,12.657175802016408,90.0,90.0,90.0
0_Roxbyite_298.00_1.01_,5.621642450766111,13.409,13.405099999999996,15.485200000000004,90.022,90.021,90.02,5.507146627655708,13.501318088452818,13.4973912377893,15.591812280058706,90.02199999999746,90.02100000000478,90.02000000000538
0_Rathite_298.00_1.01_,5.555730716277837,25.16,7.94,8.47,90.0,100.47,90.0,4.153057925083818,27.74005683955172,8.754215075756656,9.338564444793526,90.0,100.4699999999869,90.0
0_Bunsenite_298.00_1.01_,6.849791329392303,8.3368,8.3368,8.3368,90.0,90.0,90.0,6.497997493144013,8.484622224326303,8.484622224326303,8.484622224326303,90.0,90.0,90.0
0_Schmitterite_298.00_1.01_,6.90876285844594,10.161,10.726,7.862,90.0,90.0,90.0,6.557803318071547,10.339434264912535,10.914356059979426,8.000062217374442,90.0,90.0,90.0
0_Bromellite_298.00_1.01_,3.045173713525147,8.055,8.055,8.738,90.0,90.0,120.0,2.942235855189083,8.147867503108628,8.147867503108593,8.838741929505087,90.0,90.0,120.0
0_Pseudomarkeyite_298.00_1.01_,2.8308262087928635,17.531,18.555,9.13,90.0,103.95,90.0,2.4937665254531223,18.289389860799208,19.357688030752623,9.524963175466109,90.0,103.9500000000076,90.0
0_Hydroxylwagnerite_298.00_1.01_,3.00207226552472,9.656,12.859,12.069,90.0,108.49,90.0,2.8640313826687724,9.808725644064516,13.062386397786288,12.259891238423188,90.0,108.48999999999344,90.0
0_Heazlewoodite_298.00_1.01_,5.864431393618244,12.246299999999998,8.1642,8.1642,89.47499999999998,89.47499999999998,89.47499999999998,5.890422601118759,12.228268042588098,8.152178695058716,8.1521786950587,89.47499999999245,89.47499999999245,89.47499999999245
0_Helvine_298.00_1.01_,3.299854816592608,16.472,8.236,8.236,90.0,90.0,90.0,3.107687667230599,16.8047905766879,8.40239528834395,8.40239528834395,90.0,90.0,90.0
0_Edoylerite_298.00_1.01_,7.108106117100234,7.5283,14.8325,14.9258,90.0,118.746,90.0,6.31147704371699,7.832835051574892,15.432504802210778,15.529578977032786,90.0,118.74600000000191,90.0
0_Urvantsevite_298.00_1.01_,11.867395047622232,10.086,10.086,12.983,90.0,90.0,90.0,10.624419605470084,10.46541212239045,10.46541212239045,13.471390599345089,90.0,90.0,90.0
0_Ferrobobfergusonite_298.00_1.01_,3.9897332920225503,12.7156,12.3808,10.9347,90.0,97.332,90.0,3.6664061354056874,13.078972854669663,12.734605297358728,11.24718019393159,90.0,97.33199999999566,90.0
0_Tobermorite_298.00_1.01_,3.030172527264416,11.156,7.303,9.566,101.08,92.83,89.98000000000002,2.8658974195190865,11.365265192188572,7.439990292089769,9.74543983761892,101.08000000000514,92.83000000000416,89.97999999999462
0_Therasiaite_298.00_1.01_,2.3678717042620896,18.284,12.073,9.535,90.0,108.1,90.0,1.5519379890488303,21.08033991347933,13.919434684720809,10.993275053326805,90.0,108.09999999998976,90.0
0_Ephesite_298.00_1.01_,2.9489713206062005,5.123,8.872,19.307,89.97,95.15,89.96000000000001,2.7969374815793437,5.214216970213013,9.029969346033528,19.65076850359231,89.96999999998863,95.15000000000848,89.96000000000747
0_Erbium_298.00_1.01_,9.06402365147792,10.6764,10.6764,16.7622,90.0,90.0,120.0,8.983341648666235,10.70826979103868,10.708269791038768,16.812236324168094,90.0,90.0,120.0
0_Plumboselite_298.00_1.01_,7.952075674142991,10.5384,10.7452,11.5154,90.0,90.0,90.0,6.9863884217961205,11.003744457229626,11.219676131274696,12.02388587667796,90.0,90.0,90.0
0_Philipsbornite_298.00_1.01_,11.327529339849209,7.1142,7.1142,17.0973,90.0,90.0,120.0,3.31111423585422,67.17153282353551,67.17153282353551,161.4309195895299,90.0,90.0,120.0
0_Meionite_298.15_1.01_,3.2140118603015893,12.16711,12.16711,7.575466,90.0,90.0,90.0,2.7369925682915124,12.8412730907488,12.8412730907488,7.995212313826578,90.0,90.0,90.0
0_Merwinite_298.00_1.01_,3.338193831592258,13.254,5.293,9.327999999999998,90.0,91.9,90.0,3.1788033671866187,13.4719694594053,5.3800463519414485,9.481404188722824,90.0,91.90000000000796,90.0
0_Parawulffite_298.00_1.01_,3.2667252255806707,13.9043,4.9765,23.5855,90.0,90.209,90.0,3.038369471599549,14.244492960317933,5.098258755710255,24.162560410490144,90.0,90.2089999999898,90.0
0_Leucite_298.00_1.01_,2.473542528753056,13.09,13.09,13.75,90.0,90.0,90.0,2.26839353654844,13.473619797925396,13.473619797925396,14.152961972610507,90.0,90.0,90.0
0_Magnesio-hastingsite_298.00_1.01_,3.278387733846775,9.88,18.012,5.324,90.0,105.26,90.0,2.81884458546489,10.390383037983684,18.942467538478155,5.599028268646345,90.0,105.26000000000646,90.0
