Filename,Exp_Density (g/cm³),Exp_a (Å),Exp_b (Å),Exp_c (Å),Exp_alpha (°),Exp_beta (°),Exp_gamma (°),Sim_Density (g/cm³),Sim_a (Å),Sim_b (Å),Sim_c (Å),Sim_alpha (°),Sim_beta (°),Sim_gamma (°)
0_Cesium_5.00_1.01_,1.998172484003035,18.135,18.135,18.135,90.0,90.0,90.0,1.912116404726204,18.40359023660857,18.40359023660857,18.40359023660857,90.0,90.0,90.0
0_Gugiaite_298.00_1.01_,3.0955219991620977,14.866,7.433,9.994,90.0,90.0,90.0,2.9929219529147395,15.033986279757242,7.516993139878621,10.106932522527687,90.0,90.0,90.0
0_Fizelyite_298.00_1.01_,6.727095810918348,19.2767,13.2345,8.722999999999999,90.0,90.40099999999998,90.0,5.366433977867103,20.78890695608708,14.272712088185935,9.407296652328672,90.0,90.40100000000864,90.0
0_Kintoreite_298.00_1.01_,10.91943074982828,7.2963,7.296299999999999,16.8491,90.0,90.0,120.0,5.715843798347941,9.06260287300116,9.062602873001111,20.92796377170391,90.0,90.0,120.0
0_Cobaltkieserite_298.00_1.01_,3.232760265095608,13.886,7.614,7.639,90.0,118.33,90.0,3.08458269632456,14.104971328945656,7.734066808194776,7.759461038586759,90.0,118.32999999999912,90.0
0_Kentbrooksite_298.00_1.01_,3.277023587846899,14.2602,14.2602,29.98,90.0,90.0,120.0,2.9650940585966823,14.74395963021106,14.743959630211162,30.997034383369595,90.0,90.0,120.0
0_Gartrellite_298.00_1.01_,5.407834416026313,10.862,11.284,7.573000000000001,67.62,69.56999999999998,70.30999999999999,5.109648075520984,11.069519478561627,11.499581826191186,7.717682840282451,67.61999999999645,69.57000000000563,70.30999999999794
0_Lavoisierite_298.00_1.01_,3.5708642875686847,8.6891,5.7755,36.9504,90.0,90.0,90.0,3.302093815587817,8.919902095568503,5.928910307506658,37.93188597117047,90.0,90.0,90.0
0_Jarlite_298.00_1.01_,3.9730952518987057,15.942,10.821,7.241,90.0,101.86,90.0,3.72124274067708,16.293928086179267,11.05987930125112,7.400848906788558,90.0,101.8599999999897,90.0
0_Coskrenite-(Ce)_298.00_1.01_,2.863112314008044,12.014,8.368,9.189,99.9,105.55,107.70999999999998,2.526262734871258,12.533811485172446,8.730059472941926,9.586581799338258,99.9000000000092,105.5499999999932,107.71000000000704
0_Supercubane_298.00_1.01_,4.07021115359473,8.56,8.56,4.28,90.0,90.0,90.0,2.7613729504773104,9.741943725803742,9.741943725803742,4.870971862901871,90.0,90.0,90.0
0_Strontium-apatite_298.00_1.01_,4.196626305628419,9.745,9.745,14.53,90.0,90.0,120.0,3.908851158089988,9.97856433559711,9.978564335597104,14.878249337734854,90.0,90.0,120.0
0_Kotulskite_298.00_1.01_,9.1777719465947,12.4563,12.4563,11.3438,90.0,90.0,120.0,8.672861778484354,12.693513025694717,12.693513025694823,11.559827000062228,90.0,90.0,120.0
0_Chesterite_298.00_1.01_,3.064492173927987,18.614,45.306,5.297,90.0,90.0,90.0,2.893989110972829,18.972690623934067,46.179043806164856,5.399072861017438,90.0,90.0,90.0
0_Kilchoanite_298.00_1.01_,2.9898111921295487,11.4525,5.0867,21.9963,90.0,90.0,90.0,2.867070673320726,11.613680245793802,5.158289221242513,22.30587162545771,90.0,90.0,90.0
0_Frondelite_298.00_1.01_,4.217028992856725,5.1761,13.9774,16.8689,90.0,90.0,90.0,3.619495912753084,5.446801529816689,14.708395066335749,17.751115767919185,90.0,90.0,90.0
0_Cerium_298.00_1.01_,6.76931546533672,15.4836,15.4836,10.3224,90.0,90.0,90.0,8.814916278727058,14.180867498468082,14.180867498468082,9.453911665645297,90.0,90.0,90.0
0_Laihunite_298.00_1.01_,4.330970337047101,4.805,10.189,17.403,91.0,90.0,90.0,4.007559103531404,4.930965426529235,10.456109621416546,17.85922816189134,91.0,90.0,90.0
0_Gamagarite_298.00_1.01_,4.739941696436183,9.121,12.284,7.837999999999999,90.0,112.88,90.0,4.380770255947037,9.363844313844272,12.611058387376929,8.046684763941752,90.0,112.880000000004,90.0
0_Galgenbergite-(Ce)_298.00_1.01_,3.971523447012409,12.7832,6.4005,12.3898,100.884,96.525,100.492,3.741770006775754,13.039772529096108,6.528964897089863,12.638476569324972,100.88400000000804,96.5250000000087,100.49200000001264
0_Crawfordite_298.00_1.01_,3.181097532763606,9.187,10.558,6.707,90.0,90.0,89.98000000000002,2.924329338236026,9.44851618819017,10.858542931850602,6.897920765667926,90.0,90.0,89.97999999999462
0_Grigorievite_298.00_1.01_,3.837367128738966,8.0217,9.6858,13.095,103.645,102.369,106.281,3.713576673461887,8.109892235251568,9.79228769614907,13.23896914876124,103.64500000000712,102.3690000000052,106.28100000000455
0_Nickelbischofite_298.00_1.01_,1.968045771382582,10.23,7.05,13.14,90.0,122.17,90.0,1.847674329963429,10.447733326473804,7.2000508261624,13.419669199400555,90.0,122.17000000000222,90.0
0_Nolanite_298.00_1.01_,4.570874987492518,11.78,5.89,9.255,90.0,90.0,120.0,4.245513877699033,12.07368613645673,6.036843068228338,9.48573558513642,90.0,90.0,120.0
0_Balipholite_298.00_1.01_,3.395909755313696,13.6,20.24,5.16,90.0,90.0,90.0,3.0984427410041984,14.023491113059755,20.87025442120074,5.320677510543304,90.0,90.0,90.0
0_Averievite_298.00_1.01_,4.368013436875663,12.75,12.749999999999998,8.399,90.0,90.0,120.0,4.132032280346588,12.9883383918322,12.988338391832134,8.55600424729404,90.0,90.0,120.0
0_Znamenskyite_298.00_1.01_,6.783197519718098,21.344,26.494,4.002,90.0,90.0,90.0,6.286419635141225,21.89231990779802,27.174621609688657,4.1048099827120375,90.0,90.0,90.0
0_Waylandite_298.00_1.01_,4.172829617064776,7.0059,7.005899999999999,16.3431,90.0,90.0,120.0,4.071808363706404,7.0633959791965255,7.063395979196526,16.477224457615137,90.0,90.0,120.0
0_Auriacusite_298.00_1.01_,5.0415376487574814,8.6235,8.2757,11.9002,90.0,90.0,90.0,3.149611415654721,10.096304783017793,9.6891041332195,13.932631318938649,90.0,90.0,90.0
0_Modderite_298.00_1.00_,8.218140580461002,10.5714,11.735,6.9766,90.0,90.0,90.0,8.063070959063245,10.63877028153986,11.80978576667898,7.021061046426273,90.0,90.0,90.0
0_Montroseite_298.00_1.01_,4.016769049658409,9.08,9.97,9.09,90.0,90.0,90.0,3.984020125725564,9.10500338825211,9.997454160889212,9.115030925023396,90.0,90.0,90.0
0_Apjohnite_298.00_1.01_,1.8710199259450704,6.198,24.347,21.266,90.0,100.28,90.0,1.75818096574312,6.327998827742693,24.857661739117734,21.71203986298445,90.0,100.28000000001308,90.0
0_Sinkankasite_298.00_1.01_,2.243152074401002,9.59,9.818,6.86,108.04,99.62999999999998,98.87,2.119201735566276,9.773601627034022,10.005966712640264,6.991335470433107,108.03999999999311,99.6300000000039,98.8699999999961
0_Sidwillite_298.00_1.01_,3.1148827683548825,10.476,13.822,10.606,90.0,91.62,90.0,2.901057965818103,10.727486773976192,14.1538108237779,10.860607552958244,90.0,91.61999999999615,90.0
0_Jentschite_298.00_1.01_,5.365757194574648,8.0958,23.917,11.7752,90.0,108.063,90.0,4.715874716816236,8.452282409741615,24.97013740381306,12.29369745191208,90.0,108.06300000000776,90.0
0_Costibite_298.00_1.01_,6.867330108307546,9.746,11.704,10.824,90.0,90.0,90.0,6.651831200051528,9.850268554183048,11.82921641269836,10.939801644826314,90.0,90.0,90.0
0_Lavinskyite_298.00_1.01_,3.9317827841537034,19.046,20.377,5.2497,90.0,90.0,90.0,3.415020010219912,19.96296543828695,21.358046137560343,5.502445640101533,90.0,90.0,90.0
0_Grokhovskyite_4.20_1.01_,4.603098583959683,6.9456,10.418399999999998,18.616,90.0,90.0,120.0,4.551191272555538,6.971907040791321,10.457860561187085,18.6865096566706,90.0,90.0,120.0
0_Cobaltite_298.00_1.01_,6.336138931750496,11.164,11.164,11.164,90.0,90.0,90.0,6.159084213118788,11.270384937850547,11.270384937850547,11.270384937850547,90.0,90.0,90.0
0_Kawazulite_298.00_1.01_,8.374762870333582,8.596,8.595999999999998,29.774,90.0,90.0,120.0,7.241366593501833,9.023316454028452,9.023316454028553,31.25409773176409,90.0,90.0,119.99999999999996
0_Fischesserite_298.00_1.01_,9.10888997822486,19.93,9.965,9.965,90.0,90.0,90.0,8.399413982583358,20.47631626764744,10.23815813382372,10.23815813382372,90.0,90.0,90.0
0_Chloraluminite_298.00_1.01_,1.66929114407623,11.827,11.827,11.895,90.0,90.0,120.0,1.6179005533045,11.950957628789157,11.950957628789231,12.019670330129884,90.0,90.0,120.0
0_Guyanaite_298.00_1.01_,4.5695577365211895,9.7246,8.5944,5.9134,90.0,90.0,90.0,4.2451176873193655,9.966509182786751,8.808194323729687,6.060501758580374,90.0,90.0,90.0
0_Freudenbergite_298.00_1.01_,3.915016592172565,12.267,7.646,6.483,90.0,107.15999999999998,90.0,3.769834286656625,12.422513569636637,7.742931340461489,6.565187533378453,90.0,107.15999999999052,90.0
0_Suanite_298.00_1.01_,2.9136804635329203,9.197,6.2456,12.303,90.0,104.26000000000002,90.0,2.793117013754357,9.327487525562407,6.334212905257305,12.477555618896757,90.0,104.26000000000644,90.0
0_Sulfur_298.00_1.01_,2.066990880019597,10.4646,12.866,24.486,90.0,90.0,90.0,0.9967523752878412,13.493057777099748,16.589423519309303,31.5722543365311,90.0,90.0,90.0
0_Griceite_298.00_1.01_,2.6362338937079395,8.056,8.056,8.056,90.0,90.0,90.0,2.44877806340151,8.256597665109815,8.256597665109815,8.256597665109815,90.0,90.0,90.0
0_Coesite_298.00_1.00_,2.9213186581764163,14.2712,12.3692,7.1736,90.0,120.34,90.0,2.792242703814749,14.487835041808792,12.556962918264814,7.28249435618026,90.0,120.34000000000503,90.0
0_Gagarinite-(Y)_298.00_1.01_,3.627240398203557,11.974,11.973999999999998,7.0826,90.0,90.0,120.0,2.6873274166078427,13.235864372220874,13.235864372220949,7.828990563111157,90.0,90.0,120.0
0_Lead_298.15_1.01_,6.528213524624963,9.104,20.792,11.577,90.0,90.5,90.0,5.251558996978717,9.791730429273672,22.3626602686137,12.451544725362549,90.0,90.5,90.0
0_Ganomalite_298.00_1.01_,5.659308066850847,9.85,9.85,10.13,90.0,90.0,120.0,5.366140617356399,10.026302961912409,10.026302961912378,10.311314619712984,90.0,90.0,120.0
0_Cernyite_298.00_1.01_,4.946557486572043,10.974,10.974,10.848,90.0,90.0,90.0,4.593660310854826,11.24817264193323,11.24817264193323,11.119024678302493,90.0,90.0,90.0
0_Langbeinite_298.00_1.01_,2.82440474859552,9.919,9.919,9.919,90.0,90.0,90.0,2.6647511370640258,10.11331989474531,10.11331989474531,10.11331989474531,90.0,90.0,90.0
0_Killalaite_298.00_1.01_,3.0344794543087934,6.807,15.459,6.811,90.0,97.76,90.0,2.8731898783124628,6.932110349342058,15.743131172392877,6.9361838679842185,90.0,97.76000000000629,90.0
0_Florenskyite_298.00_1.01_,5.994724238698299,12.014,7.204,13.794,90.0,90.0,90.0,5.934448810201468,12.054629331338065,7.228362718741407,13.840648992548466,90.0,90.0,90.0
0_Kononovite_298.00_1.01_,2.924501256120611,13.33916,8.58747,7.05209,90.0,114.09000000000002,90.0,2.768677039874084,13.58492173886375,8.745686226482121,7.18201826392544,90.0,114.09000000000694,90.0
0_Chesnokovite_298.00_1.01_,1.3955135681555448,11.7119,19.973,11.5652,90.0,90.0,90.0,1.49233086681785,11.453618656643444,19.532537455847308,11.310153816870956,90.0,90.0,90.0
0_Aramayoite_298.00_1.01_,5.882527745833413,15.626,16.536000000000005,8.88,100.31999999999998,104.07,90.18,5.439071814908242,16.04005286604513,16.974165761738313,9.115299465665016,100.32000000000605,104.07000000000536,90.17999999999404
0_Baddeleyite_298.00_14.80_,5.875782563898532,10.24,10.432,10.562,90.0,99.01,90.0,5.51917529404729,10.455982298613298,10.65203196671228,10.784773929487768,90.0,99.0100000000063,90.0
0_Normandite_298.00_1.01_,3.4245364667171407,10.798,9.835,7.089999999999999,90.0,108.08,90.0,3.328565977073352,10.900822342998396,9.928652319261904,7.15751346655484,90.0,108.080000000003,90.0
0_Neustadtelite_298.00_1.01_,8.665372201121441,9.132,12.316000000000004,8.972,95.51999999999998,99.51,92.85,6.341885725424497,10.140067067453504,13.67554380231678,9.96240491997286,95.52000000000616,99.51000000000631,92.84999999999188
0_Ingersonite_298.00_1.01_,5.460819207974324,7.282,7.281999999999999,17.604,90.0,90.0,120.0,5.153388625524572,7.424032639282451,7.424032639282491,17.947359321879542,90.0,90.0,120.0
0_Ferri-ghoseite_298.00_1.01_,3.298878277603458,9.704,17.99,5.297,90.0,103.51,90.0,2.711665006607149,10.361966567510647,19.20978756693295,5.656155905616611,90.0,103.5100000000064,90.0
0_Haradaite_298.00_1.01_,3.698150397234524,7.06,14.64,10.66,90.0,90.0,90.0,3.562900247584736,7.148237226871258,14.822973512945678,10.793230713661126,90.0,90.0,90.0
0_Isolueshite_298.00_1.01_,7.307207246811207,7.818,7.818,3.909,90.0,90.0,90.0,1.4851730003298262,13.36012753385424,13.36012753385424,6.68006376692712,90.0,90.0,90.0
0_Heterogenite_298.00_1.01_,4.947892155554462,8.553,5.702,13.15,90.0,90.0,120.0,4.007085279658685,9.17692420059188,6.117949467061333,14.109266133261093,90.0,90.0,120.0
0_Famatinite_298.00_1.01_,4.692665445086771,10.77,10.77,10.754,90.0,90.0,90.0,4.561359437656667,10.872385574706122,10.872385574706122,10.856233469859651,90.0,90.0,90.0
0_Adamantane-methane-hydrate_396.15_1.01_,1.3423248275507516,12.3304,12.3304,9.9206,90.0,90.0,120.0,0.4484671065305409,18.890820311489417,18.89082031148936,15.198880164646754,90.0,90.0,120.0
0_Salesite_298.00_1.01_,4.906038120907615,10.784,6.708,9.562,90.0,90.0,90.0,4.5197732140396285,11.083056482076232,6.894022893339027,9.827168590654123,90.0,90.0,90.0
0_Aluminopyracmonite_298.00_1.01_,2.9434240427396627,15.0324,15.0324,8.8776,90.0,90.0,120.0,1.3958372352383888,19.31371145890995,19.313711458910017,11.405990051330438,90.0,90.0,120.0
0_Anhydrite_298.00_1.01_,2.557688003365841,13.9388,6.9694,12.6066,90.0,90.0,120.0,2.4458945825895166,14.148056132097102,7.074028066048547,12.795856489431989,90.0,90.0,120.0
0_Quartz_298.00_1.00_,2.6456948017395647,9.832,9.832,10.8108,90.0,90.0,120.0,2.4194377390040445,10.12972400631038,10.129724006310315,11.138163169998014,90.0,90.0,120.0
0_Pyrrhotite_298.00_1.01_,4.623307236289482,11.902,6.859,22.787000000000003,90.0,90.43,90.0,5.292763623478416,11.377662982563969,6.556829977937003,21.78312942225551,90.0,90.42999999999404,90.0
0_Posnjakite_298.00_1.01_,3.344109612614955,10.578,12.69,7.863,90.0,117.98000000000002,90.0,3.2029327542703685,10.731331208771769,12.87394526747161,7.97697648842625,90.0,117.97999999999148,90.0
0_Peterandresenite_298.00_1.01_,3.094141973339023,15.3444,9.4158,11.2858,90.0,118.63200000000002,90.0,2.9423251651370537,15.604011726152685,9.575105811312955,11.476744319687644,90.0,118.63199999999284,90.0
0_Perrierite-(La)_298.00_1.01_,4.852825819021195,13.818,5.677,11.787,90.0,113.85,90.0,4.685443901166059,13.980659293340835,5.743827095693764,11.925751273021293,90.0,113.84999999998908,90.0
0_Mathiasite_298.00_1.01_,4.631809586508125,9.119,9.119,9.119,69.24,69.24,69.24,4.217699829206664,9.40826810483732,9.408268104837356,9.408268104837456,69.239999999995,69.239999999995,69.239999999995
0_Pekovite_298.00_1.01_,3.3827064460597738,8.155,7.919,8.921,90.0,90.0,90.0,3.2419838703447974,8.27135981766142,8.031992445868996,9.048289507462624,90.0,90.0,90.0
0_Lisitsynite_298.00_1.01_,2.744336566321519,9.963,10.4348,9.4088,90.0,90.0,90.0,2.5917394548510884,10.154871873811512,10.635758007512512,9.5899988443559,90.0,90.0,90.0
0_Cahnite_298.00_1.01_,3.1139930205132105,14.22,7.11,12.4,90.0,90.0,90.0,2.804445575051773,14.727178762921094,7.363589381460547,12.84226558791992,90.0,90.0,90.0
0_Breyite_298.00_1.01_,3.0721075390858754,6.697,9.2986,13.3002,83.458,76.226,69.58099999999999,2.944348474931136,6.792517657287465,9.431223635665674,13.489897468337295,83.45799999999767,76.22600000000557,69.58100000000432
0_Ludwigite_298.00_1.01_,4.083328300797501,9.2411,12.2948,6.0426,90.0,90.0,90.0,3.8571993695198223,9.418293561164248,12.53054676129492,6.158463892035718,90.0,90.0,90.0
0_Bobierrite_298.00_1.01_,2.048543916225948,4.667,27.926,10.067,90.0,105.01,90.0,2.090082886401815,4.636026975749716,27.740666236294565,10.000189321806683,90.0,105.01000000000646,90.0
0_Tyrrellite_298.00_1.01_,6.629084690997008,9.9885,9.9885,9.9885,90.0,90.0,90.0,6.461499738243743,10.074126652916249,10.074126652916249,10.074126652916249,90.0,90.0,90.0
0_Trikalsilite_298.00_1.01_,2.6364865866588945,15.339,15.339,8.501,90.0,90.0,120.0,2.4986637684585307,15.616090761717938,15.616090761717963,8.654565979879056,90.0,90.0,120.0
0_Terskite_298.00_1.01_,2.7017386756560566,14.195,14.75,7.511,90.0,90.0,90.0,2.657848252961066,14.272862088386068,14.830906361655172,7.552199164907923,90.0,90.0,90.0
0_Wakefieldite-(Y)_298.00_1.01_,4.246821755440425,14.24,7.12,12.578,90.0,90.0,90.0,4.051235072601607,14.465587347182693,7.232793673591346,12.777258262139288,90.0,90.0,90.0
0_Pharmacolite_298.00_1.01_,2.7304684551939027,5.9745,15.434,6.2797,90.0,114.83,90.0,2.587372128342662,6.08279223133293,15.713752665225991,6.393524207063652,90.0,114.83000000000038,90.0
0_Cancrinite_296.00_1.01_,2.865689913590795,12.6666,12.6666,5.1808,90.0,90.0,120.0,2.423934844832828,13.394413242390248,13.394413242390216,5.478484844091947,90.0,90.0,120.0
0_Barroisite_298.00_1.01_,3.0556613048968315,9.9,18.04,5.33,90.0,106.75,90.0,3.011548788539061,9.94812245382925,18.127689804755672,5.355908351405061,90.0,106.75,90.0
0_Marrucciite_298.00_1.01_,7.463515125585845,48.32,4.117,24.056000000000004,90.0,118.84000000000002,90.0,4.909860320737406,55.5823876752149,4.735775870423352,27.67156287075661,90.0,118.84000000000536,90.0
0_Manganoblodite_298.00_1.01_,2.4143362115434464,11.137,8.279,5.5381,90.0,100.423,90.0,2.2316459956798527,11.433175381958057,8.49917024218641,5.685379238827422,90.0,100.4230000000068,90.0
0_Biraite-(Ce)_298.00_1.01_,4.860656700677198,6.505,6.744,18.561,90.0,108.75,90.0,4.722994276424174,6.567612732071139,6.808913184487012,18.739655637197984,90.0,108.75,90.0
0_Praseodymium_298.00_1.01_,3.3851390675621587,14.69,14.689999999999998,23.6708,90.0,90.0,120.0,6.285717896038683,11.974388656765456,11.974388656765443,19.294986999085328,90.0,90.0,120.0
0_Oxo-magnesio-hastingsite_298.00_1.01_,3.392756541744998,9.8837,18.0662,5.3107,90.0,105.278,90.0,2.703729720410118,10.67775567550568,19.517637077695944,5.737361217550951,90.0,105.27799999999525,90.0
0_Boleite_298.00_1.01_,5.082454864091227,15.288,15.288,15.288,90.0,90.0,90.0,4.78611527843576,15.597379662314454,15.597379662314454,15.597379662314454,90.0,90.0,90.0
0_Paulkellerite_298.00_1.01_,6.35642030887339,11.38,13.32,9.653,90.0,115.34,90.0,5.688419459008787,11.811266189930484,13.82478608522626,10.018818324376117,90.0,115.34000000000653,90.0
0_Lithiotantite_298.00_1.01_,8.233965201583135,7.4425,10.0986,15.2452,90.0,107.381,90.0,7.825995866983621,7.569672737129469,10.27115849555599,15.5057003442507,90.0,107.38099999999729,90.0
0_Tungsten_298.00_1.01_,19.261064905584128,9.4944,9.4944,9.4944,90.0,90.0,90.0,18.783392926865968,9.574212129487757,9.574212129487757,9.574212129487757,90.0,90.0,90.0
0_Tusionite_298.00_1.01_,4.765424067715547,9.562,4.781,15.381,90.0,90.0,120.0,4.559115457516536,9.704130522594356,4.852065261297216,15.609624719517155,90.0,90.0,120.0
0_Triplite_298.00_1.01_,3.8782745840015376,12.109,6.5162,10.117,90.0,106.15999999999998,90.0,3.69433961771991,12.306748962160391,6.622614384939314,10.282218122898554,90.0,106.1599999999901,90.0
0_Inderborite_298.00_1.01_,1.9269931832937248,12.137,7.433,19.234000000000005,90.0,90.29,90.0,1.851509546719798,12.299874018498931,7.532748090920541,19.492113114592527,90.0,90.28999999999247,90.0
0_Delhayelite_298.00_1.01_,2.559824846354631,24.86,7.07,6.53,90.0,90.0,90.0,2.4637685409136822,25.1790516524116,7.160735928501652,6.613805602986701,90.0,90.0,90.0
0_Hingganite-(Ce)_298.00_1.01_,4.719299184369488,9.5362,7.6757,9.9301,90.0,90.171,90.0,4.332072356936164,9.81232071827123,7.897949931548707,10.217626094723842,90.0,90.17099999998938,90.0
0_Doyleite_298.00_1.01_,2.5778798136808643,9.9994,5.168099999999999,9.9664,97.444,118.688,104.661,1.1997629124673144,12.959827023746984,6.698170094348376,12.917057028368935,97.44400000000596,118.688000000004,104.66100000000743
0_Humite_298.00_1.01_,3.1333140813132068,4.7408,10.258,20.8526,90.0,90.0,90.0,2.984215442354191,4.818484077154226,10.426090462252704,21.19429654641949,90.0,90.0,90.0
0_Hartite_298.00_1.01_,0.9310194086480612,11.407,20.952,7.406,93.941,100.75,80.499,1.100760280191043,10.798241409429275,19.83385237225965,7.010763204894644,93.94099999999466,100.75,80.49900000000693
0_Sabinaite_298.00_1.01_,3.4430582358659603,10.196,6.616,17.958,90.0,94.14,90.0,3.237049021026491,10.40792503917475,6.7535143251452014,18.331259106855903,90.0,94.14000000001,90.0
0_Sanbornite_298.00_1.01_,3.7709310237249256,9.26,7.69,13.53,90.0,90.0,90.0,3.558829596393834,9.44048291293196,7.839882678233997,13.79370775507231,90.0,90.0,90.0
0_Radtkeite_298.00_1.01_,7.129380665436089,16.827,9.117,13.165,90.0,130.16999999999996,90.0,5.838952442467246,17.98834531300071,9.7462259593884,14.073605874229244,90.0,130.17000000000462,90.0
0_Andradite_298.00_1.01_,3.850522848016935,12.058,12.058,12.058,90.0,90.0,90.0,3.684588824410977,12.236372693366024,12.236372693366024,12.236372693366024,90.0,90.0,90.0
0_Karenwebberite_298.00_1.01_,3.737607369402626,9.764,10.387,6.091,90.0,90.0,90.0,3.4087196028065265,10.06850357916934,10.71093267890504,6.280956093887692,90.0,90.0,90.0
0_Clinomimetite_298.00_1.01_,7.365858376740846,10.1891,20.3723,7.4564,90.0,90.0,119.8827,6.738495383712606,10.4962022199093,20.98632661222829,7.681137905460907,90.0,90.0,119.88269999999872
0_Chromphyllite_298.00_1.01_,3.155168938865625,5.24,9.103,19.93,90.0,95.59,90.0,3.010150071409082,5.322853896386739,9.24693492725344,20.2451294188906,90.0,95.5900000000102,90.0
0_Cryolite_298.00_1.01_,2.973480784204305,10.8048,11.1918,7.7564,90.0,90.278,90.0,2.783533607265083,11.045261905049982,11.44087462877039,7.929019458049215,90.0,90.27799999999432,90.0
0_Johnbaumite_298.00_1.01_,3.858344257901718,9.6311,9.6311,13.9112,90.0,90.0,120.0,3.4957658693347806,9.953299937204834,9.953299937204914,14.37658689936201,90.0,90.0,119.99999999999996
0_Curetonite_298.00_1.01_,4.367024755660771,6.977,12.564,10.446,90.0,102.15,90.0,4.179021889581219,7.080115607152061,12.749687901427285,10.600385213173343,90.0,102.1500000000095,90.0
0_Fluoro-riebeckite_298.00_1.01_,3.696992422482818,9.811,18.013,5.325999999999999,90.0,103.68,90.0,3.3457857115655893,10.143046877364464,18.622638202218397,5.50625498612209,90.0,103.67999999999442,90.0
0_Krieselite_298.00_1.01_,3.9519714041200817,9.608,9.107,8.551,90.0,90.0,90.0,3.718871304741674,9.804796614268296,9.293534842437758,8.726146528789279,90.0,90.0,90.0
0_Fluorcalcioromeite_298.00_1.01_,5.332903978653046,10.3,10.3,10.3,90.0,90.0,90.0,4.823864622509191,10.650304835709647,10.650304835709647,10.650304835709647,90.0,90.0,90.0
0_Sellaite_298.00_1.01_,3.169361135851465,9.25,9.25,9.156,90.0,90.0,90.0,3.0569107572926755,9.362115429342346,9.362115429342346,9.266976094168609,90.0,90.0,90.0
0_Tellurobismuthite_298.00_1.01_,7.91204790201198,8.834,8.833999999999998,29.84,90.0,90.0,120.0,6.759759465695675,9.316363694576191,9.316363694576232,31.46935619720993,90.0,90.0,120.0
0_Sphalerite_298.00_1.01_,4.089056955513096,10.8186,10.8186,10.8186,90.0,90.0,90.0,3.965661357096441,10.92968572095076,10.92968572095076,10.92968572095076,90.0,90.0,90.0
0_Tanteuxenite-(Ho)_298.00_1.01_,9.772369333534664,14.6236,5.5637,10.406,90.0,90.0,90.0,9.179656408077596,14.93188698315954,5.680990974055994,10.6253737757297,90.0,90.0,90.0
0_Aravaipaite_298.00_1.01_,6.688751269303817,25.048,5.8459,5.6805,90.0,94.013,90.0,6.191095557070654,25.70314883460773,5.998803807578737,5.82907764911323,90.0,94.01299999999216,90.0
0_Mroseite_298.00_1.01_,4.171228456975838,6.988,11.201,10.566,90.0,90.0,90.0,3.943490531378013,7.120065464139633,11.412686500261715,10.765685703219772,90.0,90.0,90.0
0_Millerite_298.00_1.01_,5.398083626364702,9.6071,9.6071,9.4302,90.0,90.0,120.0,5.361831751388256,9.628727569414426,9.62872756941446,9.451429330921169,90.0,90.0,120.0
0_Astrophyllite_298.00_1.01_,3.267290810682754,5.4049,11.9175,11.7488,112.93,94.62699999999998,103.13899999999998,3.276275941532001,5.399977513868612,11.906646195402146,11.738099838098654,112.92999999999908,94.6269999999914,103.13900000001068
0_Omphacite_298.00_1.01_,3.27995433592421,9.596,8.771,10.53,90.0,106.93,90.0,3.173219437035711,9.702423386388633,8.8682738142991,10.646781811032804,90.0,106.92999999999616,90.0
0_Neptunium-beta_586.00_1.01_,19.37947849941363,14.691,9.794,10.164,90.0,90.0,90.0,20.326648496846246,14.45987396756095,9.639915978374056,10.0040949565237,90.0,90.0,90.0
0_Wopmayite_298.00_1.01_,3.29671331739645,10.3926,10.3926,37.1694,90.0,90.0,120.0,3.016692638565236,10.704805539238594,10.704805539238489,38.28601110503343,90.0,90.0,120.0
0_Xenotime-(Ho)_298.00_1.01_,6.065355589614355,13.7546,6.8773,12.0352,90.0,90.0,90.0,5.922491162065616,13.864325801308649,6.932162900654324,12.13120947784102,90.0,90.0,90.0
0_Murdochite_298.00_1.01_,6.631817949413914,9.21,9.21,9.21,90.0,90.0,90.0,6.657349033728569,9.199078089177238,9.199078089177238,9.199078089177238,90.0,90.0,90.0
0_Nambulite_298.00_1.01_,3.558409605252319,7.5391,11.7475,6.7137,93.024,95.147,106.266,3.4562002723016088,7.612746820706852,11.862257202617492,6.779283777928285,93.02399999999106,95.14699999999743,106.26600000000111
0_Neltnerite_298.00_1.01_,4.633661929107404,9.468,9.468,18.862,90.0,90.0,90.0,4.33452283820422,9.681009006125963,9.681009006125963,19.286353176335865,90.0,90.0,90.0
0_Obertiite_298.00_1.01_,3.685687211058388,9.776,17.919,5.292,90.0,104.05,90.0,2.8249787640865005,10.688493428693926,19.59156237200976,5.785956140000814,90.0,104.04999999999244,90.0
0_Wurtzite-6H_298.00_1.01_,4.127548057445247,7.624,11.435999999999998,18.68999,90.0,90.0,120.0,3.963776519337416,7.727599915049515,11.59139987257424,18.943961848934222,90.0,90.0,120.0
0_Gilmarite_298.00_1.01_,4.250618925852765,10.89,11.746,10.208,114.95,93.04999999999998,91.92,4.332278865414121,10.821167192151542,11.671756642700904,10.143477933653063,114.9500000000024,93.04999999999217,91.91999999999597
0_Katophorite_298.00_1.01_,3.673476673541001,9.737,17.875,5.313999999999999,90.0,104.64,90.0,2.5736084282218665,10.973480183484318,20.1449068788935,5.98881315549307,90.0,104.6400000000104,90.0
